text,label,context
Key_Arrow_Press Key_Arrow_Press Key_Arrow_Press Key_Arrow_Press Click_Press_left Key_Arrow_Press Key_Arrow_Press Key_Arrow_Press,Normal,Ler
Click_Press_right Key_Space_Press Key_Space_Press Key_AlphaNumeric_Press Key_WASD_Press Key_WASD_Press Click_Press_left Click_Press_left Click_Press_left Click_Press_left Key_WASD_Press Key_Delete_Press Key_AlphaNumeric_Press Click_Press_left Click_Press_left Click_Press_right Key_WASD_Press Key_WASD_Press Click_Press_left Key_WASD_Press Key_WASD_Press Click_Press_right Key_WASD_Press Key_Space_Press Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_Space_Press Key_WASD_Press Key_Space_Press Click_Press_right Click_Press_left Key_Delete_Press Key_Space_Press Key_Space_Press Key_WASD_Press Key_Space_Press Key_WASD_Press Key_Space_Press Click_Press_left Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_Delete_Press Click_Press_left Key_WASD_Press Key_Delete_Press Key_Space_Press Click_Press_right Key_WASD_Press Click_Press_right Key_Space_Press Key_WASD_Press Click_Press_left Key_WASD_Press Click_Press_right Key_WASD_Press Key_WASD_Press Click_Press_right Key_WASD_Press Key_Space_Press Key_Delete_Press Key_Space_Press Key_WASD_Press Key_WASD_Press Click_Press_left Key_Space_Press Key_WASD_Press Key_WASD_Press Click_Press_left Key_WASD_Press Key_WASD_Press Key_AlphaNumeric_Press Click_Press_left Click_Press_left Key_Space_Press Key_WASD_Press Key_Delete_Press Key_WASD_Press Key_WASD_Press Click_Press_left Click_Press_right Click_Press_left Key_AlphaNumeric_Press Key_WASD_Press Key_Space_Press Click_Press_left Key_AlphaNumeric_Press Key_WASD_Press Key_WASD_Press Key_Space_Press Click_Press_left Click_Press_right Key_WASD_Press Key_Space_Press Key_WASD_Press Key_Space_Press Key_Space_Press Click_Press_left Key_Delete_Press Click_Press_right Key_Delete_Press Key_WASD_Press Click_Press_left Key_WASD_Press Key_Space_Press Click_Press_left Key_AlphaNumeric_Press Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_Space_Press Click_Press_right Click_Press_left Click_Press_left Key_WASD_Press Key_Space_Press Click_Press_left Click_Press_right Key_WASD_Press Click_Press_right Click_Press_right Key_WASD_Press Click_Press_right Click_Press_left Key_WASD_Press Key_Delete_Press Click_Press_right Key_AlphaNumeric_Press Click_Press_left Key_WASD_Press Click_Press_left Key_WASD_Press Key_Space_Press Key_WASD_Press Key_WASD_Press Key_Space_Press Key_WASD_Press Key_WASD_Press Key_WASD_Press Click_Press_left Key_Delete_Press Key_WASD_Press Key_WASD_Press Click_Press_left Key_WASD_Press Key_Delete_Press Key_WASD_Press Click_Press_right Click_Press_right Key_Space_Press Key_WASD_Press Key_WASD_Press Key_Delete_Press Click_Press_left Click_Press_left Key_WASD_Press Key_Space_Press Key_WASD_Press Key_WASD_Press Click_Press_left Click_Press_right Key_WASD_Press Key_WASD_Press Key_AlphaNumeric_Press Click_Press_left Key_Delete_Press Click_Press_left Key_Delete_Press Click_Press_left Key_WASD_Press Click_Press_left Key_AlphaNumeric_Press Key_Space_Press Key_WASD_Press Key_Delete_Press Key_WASD_Press Click_Press_left Key_WASD_Press Click_Press_right,Fadiga,Jogar
Key_Arrow_Press Key_Arrow_Press Key_Arrow_Press Key_Arrow_Press Key_Arrow_Press Key_Arrow_Press Key_Arrow_Press Key_Arrow_Press Key_Arrow_Press Key_Arrow_Press Key_Arrow_Press Key_Space_Press Key_Arrow_Press Key_Arrow_Press Key_Arrow_Press Key_Arrow_Press Key_Arrow_Press Key_Arrow_Press Key_Arrow_Press Key_Arrow_Press Key_Arrow_Press Key_Space_Press Key_Arrow_Press Key_Arrow_Press Key_Arrow_Press Key_Arrow_Press Click_Press_left Click_Press_left Key_Arrow_Press Key_Arrow_Press Key_AlphaNumeric_Press Key_Space_Press Click_Press_left Key_Space_Press Key_Space_Press Key_Arrow_Press,Normal,Ler
Key_Arrow_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_Arrow_Press Key_Arrow_Press Key_Arrow_Press Key_Delete_Press Key_Delete_Press,Fadiga,Ler
Click_Press_right Key_Space_Press Click_Press_right Click_Press_left Key_Space_Press Click_Press_left Key_Delete_Press Key_WASD_Press Key_Delete_Press Key_Delete_Press Key_WASD_Press Key_AlphaNumeric_Press Key_WASD_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_Delete_Press Key_Space_Press Key_Delete_Press Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_Delete_Press Click_Press_right Click_Press_left Click_Press_left Click_Press_right Key_WASD_Press Key_AlphaNumeric_Press Key_WASD_Press Click_Press_left Key_WASD_Press Key_WASD_Press Key_WASD_Press Click_Press_right Key_WASD_Press Key_Delete_Press Key_WASD_Press Key_Delete_Press Click_Press_left Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_WASD_Press Click_Press_right Click_Press_left Key_WASD_Press Click_Press_left Key_Space_Press Key_Space_Press Key_Delete_Press Key_Delete_Press Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_Space_Press Click_Press_left Key_Delete_Press Key_Space_Press Click_Press_right Key_AlphaNumeric_Press Key_Delete_Press Key_AlphaNumeric_Press Click_Press_left Key_Space_Press Key_WASD_Press Key_Delete_Press Click_Press_right Click_Press_right Click_Press_left Click_Press_right Click_Press_left Click_Press_left Key_AlphaNumeric_Press Click_Press_right Key_Delete_Press Click_Press_left Key_Space_Press Key_WASD_Press Key_WASD_Press Key_Delete_Press Key_WASD_Press Key_WASD_Press Key_Space_Press Key_Delete_Press Key_WASD_Press Click_Press_right Click_Press_right Key_WASD_Press Key_WASD_Press Key_WASD_Press Click_Press_left Key_Space_Press Key_WASD_Press Key_Delete_Press Key_Delete_Press Key_WASD_Press Click_Press_left Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_Delete_Press Key_Delete_Press Key_Delete_Press Key_WASD_Press Click_Press_right Key_WASD_Press Key_Delete_Press Click_Press_left Key_Space_Press Key_Delete_Press Key_Space_Press Key_Delete_Press Key_Delete_Press Click_Press_right Key_WASD_Press Key_Delete_Press Click_Press_right Key_WASD_Press Key_AlphaNumeric_Press Key_WASD_Press Key_Space_Press Key_Space_Press Key_Delete_Press Key_Delete_Press Key_WASD_Press Click_Press_right Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_Delete_Press Key_WASD_Press Key_Space_Press Click_Press_right Click_Press_right Key_WASD_Press Click_Press_right Key_Delete_Press Click_Press_left Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_Space_Press Key_WASD_Press Click_Press_right Key_WASD_Press Key_Space_Press Key_WASD_Press Key_WASD_Press Click_Press_right Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_WASD_Press Click_Press_right Click_Press_right Key_WASD_Press,Fadiga,Jogar
Key_WASD_Press Click_Press_left Key_Space_Press Key_Space_Press Key_Space_Press Key_WASD_Press Key_WASD_Press Click_Press_left Click_Press_right Key_Delete_Press Key_WASD_Press Key_WASD_Press Click_Press_left Key_AlphaNumeric_Press Key_WASD_Press Key_Delete_Press Key_Delete_Press Click_Press_left Click_Press_left Key_WASD_Press Key_WASD_Press Click_Press_left Click_Press_left Click_Press_right Key_WASD_Press Key_WASD_Press Click_Press_left Key_Delete_Press Key_WASD_Press Click_Press_left Key_WASD_Press Click_Press_right Key_WASD_Press Key_WASD_Press Key_Delete_Press Key_WASD_Press Click_Press_left Key_WASD_Press Key_Delete_Press Click_Press_right Key_WASD_Press Key_AlphaNumeric_Press Key_Delete_Press Key_WASD_Press Key_AlphaNumeric_Press Key_Space_Press Key_Space_Press Click_Press_right Key_WASD_Press Key_Space_Press Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_WASD_Press Click_Press_right Key_WASD_Press Key_WASD_Press Key_WASD_Press Click_Press_right Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_Space_Press Click_Press_left Key_Space_Press Key_Delete_Press Key_WASD_Press Click_Press_left Key_AlphaNumeric_Press Key_WASD_Press Key_Space_Press Click_Press_left Key_WASD_Press Key_AlphaNumeric_Press Key_Delete_Press Key_Space_Press Key_WASD_Press Key_Space_Press Click_Press_left Click_Press_right Click_Press_left Click_Press_right Click_Press_left Key_WASD_Press Key_WASD_Press Key_WASD_Press Click_Press_left Click_Press_left Key_WASD_Press Key_Delete_Press Click_Press_left Key_Delete_Press Key_Delete_Press Click_Press_right Click_Press_left Key_WASD_Press Key_WASD_Press Key_WASD_Press Click_Press_left Key_WASD_Press Key_WASD_Press Key_Space_Press Key_WASD_Press Key_Space_Press Click_Press_left Key_WASD_Press Key_Delete_Press Click_Press_right Click_Press_right Key_Space_Press Key_Delete_Press Click_Press_left Key_Delete_Press Key_WASD_Press Key_Space_Press Click_Press_left Click_Press_left Key_WASD_Press Click_Press_left Key_WASD_Press Key_WASD_Press Key_WASD_Press Click_Press_right Key_Space_Press Key_Space_Press Key_WASD_Press Key_AlphaNumeric_Press Click_Press_right Key_Space_Press,Fadiga,Jogar
Key_Space_Press Key_WASD_Press Key_Space_Press Key_WASD_Press Key_WASD_Press Key_AlphaNumeric_Press Key_WASD_Press Key_Space_Press Key_WASD_Press Key_WASD_Press Key_WASD_Press Click_Press_right Key_WASD_Press Key_WASD_Press Click_Press_left Key_Space_Press Key_WASD_Press Key_Space_Press Click_Press_right Key_Space_Press Click_Press_right Key_Space_Press Click_Press_right Click_Press_left Click_Press_left Click_Press_right Click_Press_right Click_Press_left Key_WASD_Press Key_WASD_Press Click_Press_left Key_AlphaNumeric_Press Click_Press_right Click_Press_left Key_WASD_Press Key_WASD_Press Key_WASD_Press Click_Press_right Click_Press_left Key_Space_Press Key_WASD_Press Click_Press_left Key_Space_Press Click_Press_left Click_Press_right Key_AlphaNumeric_Press Key_WASD_Press Key_WASD_Press Click_Press_right Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_AlphaNumeric_Press Key_Space_Press Key_AlphaNumeric_Press Key_WASD_Press Key_WASD_Press Click_Press_right Click_Press_right Click_Press_right Click_Press_right Click_Press_left Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_Space_Press Click_Press_right Key_AlphaNumeric_Press Click_Press_right Key_WASD_Press Key_WASD_Press Click_Press_right Key_Space_Press Key_WASD_Press Click_Press_right Click_Press_right Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_Space_Press Key_Space_Press Click_Press_left Key_Space_Press Click_Press_right Key_WASD_Press Click_Press_left Key_Space_Press Key_Space_Press Click_Press_right Key_Space_Press Key_WASD_Press Key_WASD_Press Click_Press_right Key_AlphaNumeric_Press Click_Press_left Key_WASD_Press Key_Space_Press Click_Press_right Click_Press_left Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_Space_Press Key_Space_Press Key_WASD_Press Key_WASD_Press Click_Press_right Click_Press_right Click_Press_left Key_WASD_Press Key_WASD_Press Key_Space_Press Key_WASD_Press Key_WASD_Press Key_Space_Press Key_WASD_Press Key_WASD_Press Click_Press_right Click_Press_left Click_Press_left Key_AlphaNumeric_Press Key_Space_Press Click_Press_left Click_Press_right Key_AlphaNumeric_Press Key_Space_Press Click_Press_right Key_Space_Press Key_WASD_Press Click_Press_right Key_WASD_Press Click_Press_right Click_Press_left Key_WASD_Press Key_AlphaNumeric_Press Key_Space_Press Key_WASD_Press Key_WASD_Press Key_WASD_Press Click_Press_left Click_Press_left Click_Press_left Key_Space_Press Key_WASD_Press Click_Press_left Key_WASD_Press Click_Press_left Key_WASD_Press Click_Press_right Click_Press_right Click_Press_right Click_Press_left Key_WASD_Press Key_AlphaNumeric_Press Click_Press_right Key_WASD_Press Key_WASD_Press Key_WASD_Press Click_Press_right Click_Press_left Key_WASD_Press Key_Space_Press Click_Press_left Key_WASD_Press Click_Press_left Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_WASD_Press Click_Press_left Click_Press_left Click_Press_left Key_WASD_Press Key_AlphaNumeric_Press Key_Space_Press Key_Space_Press Key_Space_Press Click_Press_left Key_WASD_Press Click_Press_right Key_WASD_Press Click_Press_left Key_WASD_Press Click_Press_left Key_WASD_Press Key_WASD_Press Click_Press_right Key_WASD_Press Click_Press_right Key_WASD_Press Click_Press_right Key_WASD_Press Key_Space_Press Click_Press_left Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_WASD_Press Click_Press_left Key_WASD_Press Key_WASD_Press Click_Press_left Click_Press_left Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_Space_Press Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_Space_Press Key_WASD_Press Key_WASD_Press Click_Press_left Click_Press_right Key_WASD_Press Key_WASD_Press Click_Press_left Key_WASD_Press Key_WASD_Press Click_Press_left Click_Press_right Key_WASD_Press Click_Press_left Key_Space_Press Key_AlphaNumeric_Press Click_Press_left Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_AlphaNumeric_Press Key_WASD_Press Key_Space_Press Click_Press_right Key_Space_Press Key_WASD_Press Key_WASD_Press Click_Press_right Key_WASD_Press Click_Press_right Key_Space_Press Key_Space_Press Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_WASD_Press Click_Press_right Click_Press_left Key_Space_Press Click_Press_left Key_Space_Press Key_WASD_Press Key_WASD_Press Click_Press_left Key_WASD_Press Key_WASD_Press Key_WASD_Press Click_Press_left Click_Press_right Click_Press_left Key_WASD_Press Click_Press_right Key_WASD_Press Key_WASD_Press Click_Press_left Key_Space_Press Click_Press_left Key_WASD_Press Key_Space_Press Key_WASD_Press Key_WASD_Press Click_Press_left Key_Space_Press Key_WASD_Press Key_WASD_Press Click_Press_right Key_Space_Press Key_Space_Press Click_Press_left Key_WASD_Press Key_WASD_Press Key_WASD_Press Click_Press_left Key_WASD_Press Key_WASD_Press Click_Press_left Key_WASD_Press Key_WASD_Press Key_Space_Press Click_Press_left Click_Press_right Key_AlphaNumeric_Press Key_WASD_Press Click_Press_right Key_Space_Press Key_WASD_Press Key_WASD_Press Key_WASD_Press Click_Press_left Key_WASD_Press Click_Press_left Key_WASD_Press Click_Press_right Key_WASD_Press Key_WASD_Press Click_Press_right Click_Press_left Click_Press_left Click_Press_left Click_Press_left Key_AlphaNumeric_Press Key_Space_Press Key_WASD_Press Key_WASD_Press Click_Press_left Key_WASD_Press Click_Press_right Key_WASD_Press Key_WASD_Press Click_Press_left Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_AlphaNumeric_Press Key_WASD_Press Click_Press_left Click_Press_left Key_Space_Press Key_WASD_Press Click_Press_right Key_Space_Press Key_WASD_Press Key_WASD_Press Click_Press_left Key_WASD_Press Click_Press_right Key_Space_Press Key_WASD_Press Click_Press_right Key_Space_Press Key_WASD_Press Click_Press_left Key_AlphaNumeric_Press Key_WASD_Press Key_Space_Press Key_WASD_Press,Normal,Jogar
Click_Press_right Key_Arrow_Press Key_Arrow_Press Click_Press_right Key_Arrow_Press Key_Arrow_Press Key_Space_Press Key_Arrow_Press Key_Arrow_Press Key_Space_Press Key_Delete_Press,Fadiga,Ler
Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_Space_Press Key_AlphaNumeric_Press Key_WASD_Press Click_Press_right Click_Press_left Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_Space_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_Delete_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_Delete_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_Delete_Press Key_AlphaNumeric_Press Key_Delete_Press Key_Delete_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_Space_Press Key_Space_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_Delete_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_Delete_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_Space_Press Key_Delete_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_WASD_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_Arrow_Press Key_Delete_Press Key_Space_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_Space_Press Key_Delete_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_Space_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_Arrow_Press Key_AlphaNumeric_Press Key_Space_Press Key_Delete_Press Key_Space_Press Key_WASD_Press Key_AlphaNumeric_Press Key_Space_Press Key_Arrow_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_Space_Press Key_Space_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_Space_Press Key_Space_Press Key_Delete_Press Key_Space_Press Key_Space_Press Click_Press_left Key_AlphaNumeric_Press Key_Delete_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_Delete_Press Key_AlphaNumeric_Press Key_Space_Press Key_AlphaNumeric_Press Key_Delete_Press Key_Delete_Press Key_AlphaNumeric_Press Key_Space_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_Space_Press Key_Delete_Press Key_AlphaNumeric_Press Key_Delete_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_Arrow_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_WASD_Press Click_Press_left Key_Arrow_Press Key_AlphaNumeric_Press Key_Space_Press Key_Space_Press Key_Space_Press Key_Delete_Press Key_Delete_Press Key_Arrow_Press Key_AlphaNumeric_Press Key_WASD_Press Key_Delete_Press Key_AlphaNumeric_Press Key_Space_Press Key_WASD_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_Arrow_Press Key_Delete_Press Key_Space_Press Key_AlphaNumeric_Press Key_Delete_Press Key_Delete_Press Key_Delete_Press Key_Delete_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_WASD_Press Key_Delete_Press Key_AlphaNumeric_Press Key_Space_Press Key_AlphaNumeric_Press Key_Delete_Press Key_Delete_Press Click_Press_left Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_Space_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_Space_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_WASD_Press Key_AlphaNumeric_Press Click_Press_left Key_AlphaNumeric_Press Key_Delete_Press Key_Space_Press Key_Space_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_Delete_Press Key_AlphaNumeric_Press Key_Space_Press Key_Space_Press Key_Delete_Press Key_Delete_Press Key_Delete_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_Delete_Press Key_Delete_Press Key_AlphaNumeric_Press Key_Delete_Press Key_AlphaNumeric_Press Key_Delete_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_Delete_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_Delete_Press Key_AlphaNumeric_Press Key_Delete_Press Click_Press_left Key_AlphaNumeric_Press Key_Delete_Press Key_Delete_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_Space_Press Key_AlphaNumeric_Press Key_Delete_Press Key_AlphaNumeric_Press Key_Space_Press Key_Space_Press Key_WASD_Press Key_Space_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_Delete_Press Click_Press_left Key_AlphaNumeric_Press Key_Delete_Press Key_AlphaNumeric_Press Key_Delete_Press Key_Delete_Press Click_Press_left Click_Press_right Key_AlphaNumeric_Press Click_Press_right Key_Space_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_Delete_Press Key_AlphaNumeric_Press Key_Delete_Press Key_AlphaNumeric_Press Key_Delete_Press Key_Space_Press Key_AlphaNumeric_Press Key_Delete_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press,Stress,Trabalhar
Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_WASD_Press Click_Press_right Key_WASD_Press Click_Press_right Key_WASD_Press Click_Press_right Click_Press_right Key_WASD_Press Key_WASD_Press Click_Press_left Key_Space_Press Key_WASD_Press Click_Press_right Key_WASD_Press Click_Press_left Click_Press_right Key_Space_Press Key_WASD_Press Click_Press_right Key_WASD_Press Click_Press_left Key_Space_Press Key_WASD_Press Click_Press_right Key_WASD_Press Click_Press_left Click_Press_right Key_WASD_Press Key_WASD_Press Key_AlphaNumeric_Press Click_Press_left Key_WASD_Press Click_Press_right Click_Press_left Key_WASD_Press Key_WASD_Press Key_AlphaNumeric_Press Key_WASD_Press Click_Press_left Key_Space_Press Key_WASD_Press Key_Space_Press Key_WASD_Press Click_Press_left Key_WASD_Press Key_WASD_Press Click_Press_right Key_Space_Press Click_Press_right Key_WASD_Press Click_Press_right Click_Press_right Key_WASD_Press Click_Press_right Key_Space_Press Key_Space_Press Click_Press_left Click_Press_left Click_Press_left Click_Press_left Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_Space_Press Click_Press_right Key_Space_Press Click_Press_left Click_Press_left Click_Press_right Key_WASD_Press Key_Space_Press Key_Space_Press Click_Press_right Click_Press_left Key_WASD_Press Key_Space_Press Key_WASD_Press Key_Space_Press Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_Space_Press Key_WASD_Press Key_Space_Press Click_Press_right Key_Space_Press Click_Press_left Key_AlphaNumeric_Press Key_Space_Press Key_WASD_Press Key_AlphaNumeric_Press Key_WASD_Press Click_Press_left Key_WASD_Press Click_Press_right Click_Press_right Key_WASD_Press Key_AlphaNumeric_Press Key_WASD_Press Key_WASD_Press Key_Space_Press Click_Press_right Click_Press_right Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_Space_Press Key_WASD_Press Key_Space_Press Key_WASD_Press Key_Space_Press Click_Press_right Key_Space_Press Key_WASD_Press Click_Press_left Key_WASD_Press Key_WASD_Press Key_Space_Press Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_Space_Press Click_Press_right Click_Press_right Key_WASD_Press Key_WASD_Press Click_Press_left Key_Space_Press Key_WASD_Press Click_Press_left Key_WASD_Press Key_WASD_Press Key_Space_Press Key_Space_Press Key_Space_Press Click_Press_right Key_Space_Press Click_Press_left Key_WASD_Press Key_Space_Press Click_Press_left Key_WASD_Press Key_Space_Press Key_WASD_Press Click_Press_right Click_Press_left Click_Press_left Click_Press_right Click_Press_left Click_Press_left Click_Press_right Key_WASD_Press Key_WASD_Press Click_Press_left Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_WASD_Press Click_Press_left Key_Space_Press Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_WASD_Press Key_Space_Press Key_AlphaNumeric_Press Key_WASD_Press Key_WASD_Press Click_Press_left Click_Press_left Key_AlphaNumeric_Press Key_WASD_Press Click_Press_left Click_Press_left Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_Space_Press Click_Press_left Click_Press_right Key_WASD_Press Click_Press_left Click_Press_right Key_WASD_Press Click_Press_right Key_AlphaNumeric_Press Key_AlphaNumeric_Press Key_Space_Press Key_WASD_Press Key_Space_Press Key_AlphaNumeric_Press Key_WASD_Press Key_WASD_Press Key_Space_Press Key_WASD_Press Click_Press_left Key_WASD_Press Key_Space_Press Click_Press_right Click_Press_left Key_WASD_Press Click_Press_left Key_WASD_Press Click_Press_right Click_Press_left Key_WASD_Press Key_WASD_Press Key_WASD_Press Click_Press_right Click_Press_right Key_WASD_Press Click_Press_right Click_Press_left Key_WASD_Press Key_Space_Press Click_Press_right Key_Space_Press Key_WASD_Press Key_WASD_Press Key_WASD_Press Click_Press_left Key_WASD_Press Key_WASD_Press Click_Press_right Key_WASD_Press Key_WASD_Press Key_WASD_Press Click_Press_left Click_Press_right Key_Space_Press Key_WASD_Press Key_WASD_Press Click_Press_right Key_WASD_Press Click_Press_right Key_WASD_Press Key_WASD_Press Key_WASD_Press Click_Press_left Click_Press_left Key_Space_Press Click_Press_right Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_Space_Press Key_AlphaNumeric_Press Click_Press_left Key_WASD_Press Key_WASD_Press Key_WASD_Press Click_Press_left Click_Press_right Key_WASD_Press Key_Space_Press Key_Space_Press Key_WASD_Press Key_WASD_Press Click_Press_left Key_Space_Press Key_Space_Press Click_Press_left Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_WASD_Press Key_Space_Press Key_Space_Press Click_Press_left Click_Press_left Key_WASD_Press Click_Press_left Key_Space_Press Key_WASD_Press,Normal,Jogar
Click_Press_right Key_Space_Press Key_AlphaNumeric_Press Click_Press_left Key_Delete_Press Key_Space_Press Key_Arrow_Press Click_Press_left Key_Delete_Press Click_Press_left Click_Press_right Key_Delete_Press Key_Space_Press Click_Press_left Key_Space_Press Key_Delete_Press Click_Press_left Click_Press_right Click_Press_right Key_Delete_Press Key_Arrow_Press Key_Arrow_Press Key_AlphaNumeric_Press Click_Press_left Key_AlphaNumeric_Press Key_Arrow_Press Key_Delete_Press Key_Space_Press Key_Space_Press Key_Delete_Press Key_WASD_Press Key_AlphaNumeric_Press Key_Delete_Press Key_Delete_Press Key_Arrow_Press Key_Space_Press Click_Press_right Key_AlphaNumeric_Press Click_Press_left Click_Press_left Key_Delete_Press Key_AlphaNumeric_Press Click_Press_left Key_Delete_Press Click_Press_left Key_Delete_Press Click_Press_left Key_Space_Press Key_WASD_Press Key_Delete_Press Key_Delete_Press Key_Delete_Press Key_AlphaNumeric_Press Key_WASD_Press Key_Space_Press Click_Press_right Key_AlphaNumeric_Press Click_Press_right Key_AlphaNumeric_Press Key_Space_Press Click_Press_right Click_Press_left Key_Delete_Press Click_Press_left Key_AlphaNumeric_Press Click_Press_left Click_Press_left Click_Press_right Key_Delete_Press Key_Delete_Press Click_Press_right Key_Delete_Press Click_Press_left Key_Space_Press Key_Arrow_Press Click_Press_left,Stress,Lazer
